"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07"
"Downtown","Memphis","TN","Memphis","Shelby",112,,,,,,,,,,,,1.16550116550117,1.13798008534851,1.1037527593819,1.05718404613167,1.09581497797357,1.05540897097625,1.05573048061404,1.03365384615385,1.05994088874294,1.06372549019608,1.06372549019608,1.09321496236811,1.07813527284681,1.1037527593819,1.18294748729531,1.21065375302663,1.16233254531127,1.14528795811518,1.04489164086687,1.01449313586848,1.01591402431716,1.05820105820106,1.07558139534884,1.12716131483945,1.07622195112196,1.05263157894737,1.05,1.05496453900709,1.04011887072808,1.05263157894737,1.10715910481084,1.07608695652174,1.05820105820106,1.06666666666667,1.05698529411765,1.03042333241618,1.08377270064441,1.05769255216636,1.0669776119403,1.06609808102345,1.04236892182789,1.05820105820106,1.06865284974093,1.07558139534884,1.06494017632242,1.09953703703704,1.12016293279022,1.08772452507703,1.1290971249611,1.14285714285714,1.12388799209239,1.15153865354443,1.14220505617978,1.15995115995116,1.14889705882353,1.14083398898505,1.14083398898505,1.16844919786096,1.13728675873274,1.13836477987421,1.15606936416185,1.15391544088851,1.16069567289079,1.14434523809524,1.19209809264305,1.11496531219029,1.19146567717996,1.22929936305732,1.18587047939445,1.17938553022795,1.15618340899356,1.19014804957165,1.15849368356268,1.16451932606541,1.18929633300297,1.20967741935484,1.19591346153846,1.23051948051948,1.22972904660803,1.20116632323117,1.16628861525167,1.16675814123674,1.16521200568899,1.19896305897602,1.18762874381433,1.23846153846154,1.23839009287926,1.23839009287926,1.2427693506805,1.25,1.19350983795707
"Maspeth","New York","NY","New York","Queens",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78362573099415,1.71969696969697,1.91485507246377,1.82608695652174,1.79765886287625,1.76923076923077,1.85714285714286,1.85714285714286,1.87689393939394,1.9,1.76619132501485,1.88194444444444,1.89444444444444
"Lake Highlands","Dallas","TX","Dallas-Fort Worth","Dallas",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88517566409597,1.84944237918216,1.83157894736842,1.88440729608184,1.81481481481481,1.63684913217624,1.5606936416185,1.5094062560409,1.52069523286333,1.50554460969784,1.45061728395062,1.54008810572687,1.5625,1.54,1.47826086956522,1.43396226415094,1.43047619047619,1.43047619047619
"Fairgrounds","San Jose","CA","San Jose","Santa Clara",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55610420650096,2.6268115942029,2.64973762481411,2.70380200316143,2.79551975378293,2.88152985074627,2.76314587593729,2.8240296803653,2.66,2.565965583174,2.80001619864163,2.72330396225538,2.79006217408744,2.81967566016074,2.80198494705957,2.81555555555556,2.699,2.80333333333333,2.93850340136054,2.94471655328798
"Rancho Penasquitos","San Diego","CA","San Diego","San Diego",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99669497169497,1.97368421052632,1.94917234221158,1.99230769230769,1.99399634885072,2.03745743473326,1.99453046953047,1.99230769230769,1.99230769230769,2.00854700854701,2.07780725022104,2.04313280363224,2.03637976929902,2.00249888138087,2.08098987626547,2.14185605440097,2.21098265895954,2.26683937823834,2.22175732217573
"Santa Teresa","San Jose","CA","San Jose","Santa Clara",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09103840682788,2.09103840682788,2.08809293320426,2.06942003514938,2.10235150155059,2.1376582278481,2.22487583480001,2.16833365653313,2.1674733785092,2.14302166438562,2.37341772151899,2.34715750232992,2.3286467486819,2.33440725132138,2.34715750232992,2.34715750232992,2.35818005808325,2.36579888980112,2.37868696479543,2.51251840942563,2.63427561837456,2.60418648905804,2.80656673804425,2.79134615384615,2.75971093044264,2.83173076923077,2.925,2.85907859078591,2.88953301807127,2.81146953405018,2.82393929155914,2.8297619047619,2.8473491773309,2.74680073126143,2.75594149908592,2.65432098765432,2.63859139392676,2.62872628726287,2.74519230769231,2.79305086369497,2.7396925990676,2.73579545454545,2.85136270974662,3.05294117647059,2.91756272401434,2.8564453125,2.82352941176471,2.84571966133584,2.87612850195219,2.93636715587935,2.81231571756712,2.77487949921753,2.84158548117794,2.83996463306808,2.90724637681159,2.93562961011591,2.92756764738577
"Woodlake - Briarmeadow","Houston","TX","Houston","Harris",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42185128983308,1.47045991171338,1.44513497931222,1.46958174904943,1.44565217391304,1.47491638795987,1.45724258289703,1.4478672985782,1.46033994334278,1.38174273858921,1.35163809993868,1.30188679245283,1.39850807349498,1.37383900928793,1.32591331642731,1.34596172877423,1.36110239796635,1.37289636846767
"Michael Way","Las Vegas","NV","Las Vegas","Clark",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.895964125560538,0.851121076233184,0.877525252525252,0.873940677966102,0.870222222222222,0.806915971180749,0.805797101449275,0.8,0.784313725490196,0.799965446229439,0.770811921891059,0.835274542429285,0.815216177932518,0.845632702428819,0.811148086522463,0.825082508250825,0.823643410852713,0.871111111111111,0.881326352530541,0.881326352530541,0.881326352530541,0.864444444444444,0.900423728813559,0.841930116472546,0.871576031100585,0.906040268456376,0.94022687609075,0.942408376963351,0.977312390924956,0.971223021582734,0.981675392670157,0.946771378708551
"University City","San Diego","CA","San Diego","San Diego",120,,,,,,,,,,,,1.67363901598037,1.63934426229508,1.79189911668991,1.75753550402447,1.73300452374969,1.83359131526614,1.76304654442877,1.76115290184402,1.80818965517241,1.76799007444169,1.7475302004402,1.74609829955742,1.7797119871691,1.81173131504257,1.82783018867925,1.80635090218424,1.81107954545455,1.83692142418662,1.87243243243243,1.88679245283019,1.88663946965834,1.98231009365245,2.02547605633803,1.98231009365245,1.95658226753947,1.9517182666251,1.98371087809173,2.0080971659919,1.98385167603971,1.99284529209179,1.96477171772249,1.94557195571956,1.93896713615023,1.95453751643656,1.88808184782575,1.94397680190378,1.94050163802609,1.953125,1.953125,1.99203187250996,1.97850631818605,1.96816008054367,1.953125,1.95067639752352,1.95206159255898,2.27094494366871,2.23821989528796,2.26155358898722,2.17305801376598,2.15801886792453,2.16827325925976,2.23743227677286,2.24730127576055,2.27358490566038,2.28621291448517,2.35680751173709,2.47495160018165,2.43240838703472,2.46750379560339,2.45980253878702,2.41893579366291,2.36296296296296,2.33528649642663,2.30985915492958,2.41666666666667,2.42421226966542,2.53396029258098,2.44590780809031,2.62995819039451,2.51643192488263,2.45664739884393,2.3400853854412,2.36320754716981,2.36486486486486,2.40720466168909,2.53490401396161,2.60188354009915,2.59272997032641,2.5062656641604,2.56561250885008,2.52053483201581,2.45013356130322,2.49062308404361,2.5,2.4745163259402,2.52300613496933,2.62143619304593,2.6576,2.71295215869312,2.77982377097995,2.77717976318622
"Chelsea","New York","NY","New York","New York",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82635983263598,5.81649831649832,5.86,5.68181818181818,5.71519795657727,5.75,5.83637469586375,5.83941605839416,5.94806059814549,6,6.00509337860781,5.93070652173913,5.90909090909091,6,5.97681636020361,5.95384615384615,5.89788764454156,6.00344530577089,5.97717824354755,5.93108298171589,6.0108024691358,6.0136629937633,6,5.91772151898734,5.88010776829816,5.99616858237548,5.88372093023256,6.1028618049454,5.79240037071362,5.72903981264637,5.75862652232747,5.78421052631579,5.81725417439703,5.83589743589744,5.95574443972234,5.95454545454545,5.93368237347295,5.90909090909091,6,6.01770414222696,5.91993185689949,5.90909090909091,5.99135191846523,5.99568620965297,5.91603053435114,6.05113636363636,6.08626198083067,5.90909090909091,5.95020661157025
"Lake View","Chicago","IL","Chicago","Cook",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6075,1.57596153846154,1.58434959349594,1.595,1.61111111111111,1.64705882352941,1.57804487179487,1.66666666666667,1.71428571428571,1.75,1.73076923076923,1.67727272727273,1.625,1.60416666666667,1.59,1.61875,1.65833333333333,1.6969696969697,1.73478260869565,1.73076923076923,1.75789473684211,1.78535714285714,1.80038314176245,1.74583333333333,1.7672619047619,1.6875,1.70588235294118,1.68461538461538,1.75,1.80454545454545,1.85,1.83333333333333,1.825,1.85,1.82336956521739,1.75,1.73076923076923,1.70669642857143,1.71818181818182,1.76363636363636,1.76969602977668,1.84102564102564,1.85647840531561,1.86666666666667,1.89285714285714,1.88117647058824,1.875
"Woodside","New York","NY","New York","Queens",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.30769230769231,2.11324786324786,2.27142857142857,2.3,2.40783333333333,2.35416666666667,2.23611111111111,2.35714285714286,2.22111111111111,2.41666666666667,2.55800492610837,2.44505494505495,2.46,2.46743697478992,2.53846153846154,2.42857142857143,2.42142857142857,2.3875,2.23,2.48387096774194,2.275,2.425,2.44827586206897,2.42105263157895,2.44255050505051,2.60714285714286,2.48771362119527,2.37083333333333
"Englewood","Chicago","IL","Chicago","Cook",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916666666666667,0.9,0.9,0.941176470588235,0.916666666666667,0.958333333333333,0.962587412587413,0.968984962406015,0.945588235294118,0.951190476190476,0.924501424501424,0.916666666666667,0.915025641025641,0.903125,0.975,1,0.925,0.959166666666667,0.928571428571429,1,0.956121343445287,0.955352112676056,0.960769230769231,0.964102564102564,0.95,0.95,0.958333333333333,0.964285714285714,0.96,0.972666666666667,0.972666666666667,1,1,1,0.964285714285714,0.964285714285714,1,1,0.99260060362173
